entry_time,exit_time,direction,entry_price,exit_price,net_pnl,r_multiple,exit_reason,confidence
2024-10-27 21:15:00+00:00,2024-10-27 21:30:00+00:00,long,1.0792615847999998,1.0786729646782418,-199.60764049423938,-1.2663803328298073,sl,0.46419898830760736
2024-10-27 23:00:00+00:00,2024-10-28 01:15:00+00:00,short,1.0796484065999998,1.079017465103466,139.0510092338545,0.9221243011328183,tp,0.3860574766632129
2024-10-28 02:00:00+00:00,2024-10-28 03:00:00+00:00,short,1.0792084154,1.078594172382113,134.67684991531178,0.9149364518719605,tp,0.3910301018045566
2024-10-28 03:45:00+00:00,2024-10-28 05:30:00+00:00,short,1.0787184252,1.078103735778935,135.0602077593365,0.9152615093877935,tp,0.39959232362165037
2024-10-28 09:15:00+00:00,2024-10-28 09:45:00+00:00,short,1.0818483626000002,1.081100895961962,171.6456177690481,0.9637745012288879,tp,0.49355899413381293
2024-10-28 10:15:00+00:00,2024-10-28 12:15:00+00:00,short,1.0814683702,1.0821582038055124,-228.23764463163775,-1.2266722451462126,sl,0.3805201366781866
2024-10-28 12:45:00+00:00,2024-10-28 12:45:00+00:00,short,1.0824183512,1.0816567487833744,175.3634070995147,0.9679207104133586,tp,0.38812035400257283
2024-10-28 13:15:00+00:00,2024-10-28 14:00:00+00:00,short,1.0815383688,1.0822486134035867,-233.7855625519369,-1.219970584062266,sl,0.39759816289093824
2024-10-28 22:00:00+00:00,2024-10-28 22:00:00+00:00,long,1.0812516246,1.080553130627202,-230.0062611359813,-1.2235539921391596,sl,0.40540939205660786
2024-10-29 00:30:00+00:00,2024-10-29 03:30:00+00:00,short,1.0816483665999999,1.0809620026270057,154.16782546463557,0.9434252346874233,tp,0.38690541954081004
2024-10-29 08:30:00+00:00,2024-10-29 08:30:00+00:00,short,1.0814683702,1.0820690698376008,-202.68159225584793,-1.261550681909919,sl,0.38613471794376913
2024-10-29 09:00:00+00:00,2024-10-29 09:15:00+00:00,short,1.0816083674,1.0822590984676708,-216.10154140822343,-1.2407885731233035,sl,0.37677734821813347
2024-10-29 10:00:00+00:00,2024-10-29 10:00:00+00:00,short,1.0823483526,1.081611493111967,167.57757638516233,0.9603620910414953,tp,0.4049024405221053
2024-10-29 11:00:00+00:00,2024-10-29 11:15:00+00:00,short,1.0807383847999998,1.079891308370857,198.68857328868762,0.9910812941626603,tp,0.4006690621296139
2024-10-29 13:00:00+00:00,2024-10-29 13:45:00+00:00,short,1.0776484465999998,1.0784794611900568,-267.26357397206937,-1.186469434875375,sl,0.39687817615137505
2024-10-30 00:15:00+00:00,2024-10-30 08:15:00+00:00,short,1.0819483606,1.0828761145753922,-292.37674931438437,-1.1672520455163813,sl,0.4042359442444507
2024-10-30 09:45:00+00:00,2024-10-30 11:45:00+00:00,short,1.0837683242,1.082746362833107,245.44185745431537,1.0256308118182202,tp,0.38867132563761275
2024-10-30 14:15:00+00:00,2024-10-30 14:15:00+00:00,short,1.0842883138000001,1.0853236886850772,-321.3603668038137,-1.1498346925502279,sl,0.3831720593073217
2024-10-30 14:45:00+00:00,2024-10-30 15:00:00+00:00,short,1.0847583044,1.0858013467011767,-322.3071582887149,-1.1487762636729715,sl,0.42434819473041546
2024-10-30 23:30:00+00:00,2024-10-31 01:45:00+00:00,short,1.0858782820000001,1.0850121862182296,201.2773633105772,0.9946105081715851,tp,0.3777894059186436
2024-10-31 02:15:00+00:00,2024-10-31 02:45:00+00:00,short,1.0845383088,1.085189782136166,-214.508564180525,-1.2411786099049946,sl,0.3854956257270929
2024-10-31 04:30:00+00:00,2024-10-31 07:00:00+00:00,short,1.084828303,1.085398240219639,-191.67428328951848,-1.2771121781603492,sl,0.40165674566922005
2024-10-31 07:30:00+00:00,2024-10-31 07:30:00+00:00,short,1.084878302,1.0854182327708009,-183.097167784049,-1.2931667822548614,sl,0.378698480741198
2024-10-31 08:00:00+00:00,2024-10-31 08:15:00+00:00,short,1.0861882757999999,1.0854999058128343,152.00873675101928,0.9431090284099158,tp,0.4097652768280945
2024-10-31 09:15:00+00:00,2024-10-31 10:00:00+00:00,short,1.0857182851999998,1.086396726616869,-220.7302547734544,-1.2315382646558055,sl,0.39206507070458185
2024-10-31 10:45:00+00:00,2024-10-31 11:15:00+00:00,short,1.0871982556000002,1.0863766858706132,187.9533696434515,0.9835045637399485,tp,0.38627385744333376
2024-10-31 13:00:00+00:00,2024-10-31 13:45:00+00:00,short,1.0879382408,1.0888237366894906,-276.6582598873322,-1.176424980638481,sl,0.38398479655103035
2024-10-31 22:45:00+00:00,2024-11-01 03:30:00+00:00,short,1.0882582343999998,1.0873685330631722,206.0609378921254,0.999504310197257,tp,0.39054540247091346
2024-11-01 04:00:00+00:00,2024-11-01 05:30:00+00:00,short,1.0878782420000002,1.087256683320749,133.61218283292158,0.9159919263735403,tp,0.390801261945298
2024-11-01 08:15:00+00:00,2024-11-01 08:15:00+00:00,short,1.0866182672,1.0860195862199322,127.74856674451486,0.9058452635430705,tp,0.3520228287868539
2024-11-01 09:00:00+00:00,2024-11-01 09:45:00+00:00,short,1.0862982736,1.085638412734499,144.67799994843682,0.9323336035556976,tp,0.3823559312428458
2024-11-01 10:15:00+00:00,2024-11-01 11:00:00+00:00,short,1.0855182892,1.0861565378446385,-210.43508164856337,-1.2465803529209225,sl,0.35022769376274016
2024-11-01 12:00:00+00:00,2024-11-01 12:30:00+00:00,short,1.0865182692,1.0871830900695325,-217.08160310873993,-1.2366204302775154,sl,0.3874644302231994
2024-11-01 13:00:00+00:00,2024-11-01 13:00:00+00:00,short,1.0901581964,1.0890025584640302,278.2227114708001,1.044545282341163,tp,0.5139118291219809
2024-11-03 23:15:00+00:00,2024-11-04 01:30:00+00:00,short,1.087528249,1.0884232231967488,-279.85759128180183,-1.1744434740375012,sl,0.49396576877958237
2024-11-04 02:00:00+00:00,2024-11-04 02:00:00+00:00,short,1.0883982315999998,1.0891222176226327,-232.3765846929987,-1.2170782744669233,sl,0.39556331703967623
2024-11-04 04:15:00+00:00,2024-11-04 07:00:00+00:00,short,1.0901381968,1.0893202524459251,186.1062989606744,0.9819964738216617,tp,0.4421533754274343
2024-11-04 07:30:00+00:00,2024-11-04 08:15:00+00:00,short,1.089228215,1.0898936204487137,-216.20818924266496,-1.2370149899984684,sl,0.3792982769299944
2024-11-04 08:45:00+00:00,2024-11-04 09:45:00+00:00,short,1.0894482105999999,1.0901738162963264,-232.0078654933841,-1.2167942399260343,sl,0.385149439848416
2024-11-04 10:15:00+00:00,2024-11-04 11:15:00+00:00,short,1.0896382068000001,1.0903775449332018,-235.13768316527748,-1.2126849654399565,sl,0.40069581210100835
2024-11-04 11:45:00+00:00,2024-11-04 11:45:00+00:00,short,1.0901281969999999,1.0908234551197324,-222.6062009277374,-1.226705658685567,sl,0.3950461963137562
2024-11-04 12:15:00+00:00,2024-11-04 12:15:00+00:00,short,1.0914181712,1.0905956252516138,185.72284107805524,0.9829369890974311,tp,0.46979637223053805
2024-11-04 13:45:00+00:00,2024-11-04 14:00:00+00:00,short,1.0893982116,1.0902355265655619,-260.9402071114646,-1.187100304628593,sl,0.380050916342525
2024-11-04 14:30:00+00:00,2024-11-04 15:00:00+00:00,short,1.0905281889999998,1.0895173417441055,236.33006894687864,1.02267617579378,tp,0.3933767733050151
2024-11-05 05:00:00+00:00,2024-11-05 06:00:00+00:00,short,1.0875582484,1.0880621404939903,-171.2505962569783,-1.3158849782711606,sl,0.3970231220687924
2024-11-05 07:15:00+00:00,2024-11-05 07:15:00+00:00,short,1.0882582343999998,1.0887551431816638,-168.98295979125191,-1.3207420082884496,sl,0.4310035971851509
2024-11-05 08:15:00+00:00,2024-11-05 08:15:00+00:00,short,1.0889582204000001,1.088339212318317,131.1978440614815,0.9145874973711243,tp,0.3928361938685335
2024-11-05 08:45:00+00:00,2024-11-05 08:45:00+00:00,short,1.0888482226,1.0894107369043726,-186.49621397882856,-1.281997108321112,sl,0.4016433677602735
2024-11-05 09:15:00+00:00,2024-11-05 11:15:00+00:00,short,1.089278214,1.089843085848191,-186.71322296017524,-1.2808886159941633,sl,0.4024715474509681
2024-11-05 11:45:00+00:00,2024-11-05 12:45:00+00:00,short,1.090078198,1.0893963464187348,147.52614634933212,0.9398280399970447,tp,0.40278784030297204
2024-11-05 14:30:00+00:00,2024-11-05 14:30:00+00:00,short,1.0903081934,1.0910134239281515,-224.12059664925218,-1.2234368440525072,sl,0.39671020125220025
2024-11-05 18:45:00+00:00,2024-11-05 19:15:00+00:00,short,1.0935881278,1.0926728252530704,209.07398815220796,1.0040513031750102,tp,0.4239506427283443
2024-11-06 00:45:00+00:00,2024-11-06 00:45:00+00:00,short,1.0870682582,1.0853952310866815,414.68609644693055,1.0923333850972659,tp,0.38798648330314317
2024-11-06 01:15:00+00:00,2024-11-06 01:15:00+00:00,short,1.0829883398,1.0847352642782904,-508.6081899520624,-1.087963732050694,sl,0.4368173826343821
2024-11-06 02:00:00+00:00,2024-11-06 02:15:00+00:00,short,1.0839183211999999,1.0817753728500301,542.1635749000096,1.1159690342260014,tp,0.43497974326750316
